Time (UTC),mean_global_radiation,mean_wind_speed,precipitation_mm,temperature_2m_C
2020-01-01 00:00:00+00:00,0,1.3,0,-3.35
2020-01-01 00:15:00+00:00,0,0.7,0,-3.6
2020-01-01 00:30:00+00:00,0,1.3,0,-3.6
2020-01-01 00:45:00+00:00,0,1.3,0,-3.4
2020-01-01 01:00:00+00:00,0,1.25,0,-3.8
2020-01-01 01:15:00+00:00,0,0.9,0,-4.7
2020-01-01 01:30:00+00:00,0,1.2,0,-4.8
2020-01-01 01:45:00+00:00,0,1.7,0,-4.2
2020-01-01 02:00:00+00:00,0,1.25,0,-4.3
2020-01-01 02:15:00+00:00,0,1.2,0,-4.5
2020-01-01 02:30:00+00:00,0,0.95,0,-4.6
2020-01-01 02:45:00+00:00,0,0.7,0,-4.8
2020-01-01 03:00:00+00:00,0,1.1,0,-4.55
2020-01-01 03:15:00+00:00,0,1.8,0,-4.5
2020-01-01 03:30:00+00:00,0,1.05,0,-4.65
2020-01-01 03:45:00+00:00,0,1.3,0,-4.7
2020-01-01 04:00:00+00:00,0,1.15,0,-4.8
2020-01-01 04:15:00+00:00,0,1.3,0,-4.9
2020-01-01 04:30:00+00:00,0,1.2,0,-5.05
2020-01-01 04:45:00+00:00,0,1.3,0,-5.1
2020-01-01 05:00:00+00:00,0,1.35,0,-4.95
2020-01-01 05:15:00+00:00,0,1.3,0,-5.1
2020-01-01 05:30:00+00:00,0,1.05,0,-5.15
2020-01-01 05:45:00+00:00,0,1.2,0,-5.3
2020-01-01 06:00:00+00:00,0,1.35,0,-5.3
2020-01-01 06:15:00+00:00,0,1.4,0,-5.4
2020-01-01 06:30:00+00:00,0.5,1.35,0,-5.3
2020-01-01 06:45:00+00:00,3,1.2,0,-5.5
2020-01-01 07:00:00+00:00,11.5,1.5,0,-5.45
2020-01-01 07:15:00+00:00,30,1.7,0,-5.2
2020-01-01 07:30:00+00:00,55,1.45,0,-4.95
2020-01-01 07:45:00+00:00,82,2,0,-4.6
2020-01-01 08:00:00+00:00,109.5,1.65,0,-4.55
2020-01-01 08:15:00+00:00,137,0.9,0,-4.2
2020-01-01 08:30:00+00:00,167.5,0.9,0,-3.65
2020-01-01 08:45:00+00:00,198,1,0,-2.7
2020-01-01 09:00:00+00:00,221.5,1.25,0,-2.3
2020-01-01 09:15:00+00:00,246,1,0,-1.5
2020-01-01 09:30:00+00:00,265,0.7,0,-0.85
2020-01-01 09:45:00+00:00,284,1.1,0,0
2020-01-01 10:00:00+00:00,297,1,0,0.25
2020-01-01 10:15:00+00:00,310,1.5,0,0.7
2020-01-01 10:30:00+00:00,318,1.4,0,0.65
2020-01-01 10:45:00+00:00,326,1.3,0,1
2020-01-01 11:00:00+00:00,330,1.15,0,1.6
2020-01-01 11:15:00+00:00,330,1.5,0,1.8
2020-01-01 11:30:00+00:00,323.5,1.9,0,1.9
2020-01-01 11:45:00+00:00,317,2.2,0,2
2020-01-01 12:00:00+00:00,308.5,2.3,0,2.45
2020-01-01 12:15:00+00:00,296,2.4,0,2.8
2020-01-01 12:30:00+00:00,281.5,2.15,0,2.8
2020-01-01 12:45:00+00:00,264,1.7,0,3
2020-01-01 13:00:00+00:00,241,2.2,0,3.1
2020-01-01 13:15:00+00:00,218,2.1,0,3.3
2020-01-01 13:30:00+00:00,193,1.75,0,3.35
2020-01-01 13:45:00+00:00,164,2,0,3.3
2020-01-01 14:00:00+00:00,136,2.25,0,3.2
2020-01-01 14:15:00+00:00,108,2.5,0,2.9
2020-01-01 14:30:00+00:00,79.5,1.95,0,2.45
2020-01-01 14:45:00+00:00,52,1.8,0,1.8
2020-01-01 15:00:00+00:00,21,1.1,0,1.4
2020-01-01 15:15:00+00:00,7,0.8,0,1.1
2020-01-01 15:30:00+00:00,2.5,1.05,0,0.7
2020-01-01 15:45:00+00:00,0,1.3,0,0.2
2020-01-01 16:00:00+00:00,0,0.95,0,-0.45
2020-01-01 16:15:00+00:00,0,0.5,0,-1.1
2020-01-01 16:30:00+00:00,0,1.25,0,-1.25
2020-01-01 16:45:00+00:00,0,1.4,0,-0.9
2020-01-01 17:00:00+00:00,0,1.35,0,-1.3
2020-01-01 17:15:00+00:00,0,0.9,0,-1.6
2020-01-01 17:30:00+00:00,0,1.05,0,-1.85
2020-01-01 17:45:00+00:00,0,0.8,0,-2.1
2020-01-01 18:00:00+00:00,0,1,0,-2.25
2020-01-01 18:15:00+00:00,0,1.2,0,-2
2020-01-01 18:30:00+00:00,0,0.75,0,-2.3
2020-01-01 18:45:00+00:00,0,0.9,0,-2.7
2020-01-01 19:00:00+00:00,0,1.05,0,-2.65
2020-01-01 19:15:00+00:00,0,1.3,0,-2.6
2020-01-01 19:30:00+00:00,0,1.45,0,-2.75
2020-01-01 19:45:00+00:00,0,1.7,0,-2.7
2020-01-01 20:00:00+00:00,0,1.2,0,-2.85
2020-01-01 20:15:00+00:00,0,0.8,0,-2.9
2020-01-01 20:30:00+00:00,0,1.1,0,-3.05
2020-01-01 20:45:00+00:00,0,1.4,0,-3.2
2020-01-01 21:00:00+00:00,0,1.45,0,-3.3
2020-01-01 21:15:00+00:00,0,1.2,0,-3.3
2020-01-01 21:30:00+00:00,0,1.25,0,-3.45
2020-01-01 21:45:00+00:00,0,1.2,0,-3.4
2020-01-01 22:00:00+00:00,0,1.5,0,-3.35
2020-01-01 22:15:00+00:00,0,1.5,0,-3.6
2020-01-01 22:30:00+00:00,0,1.6,0,-3.65
2020-01-01 22:45:00+00:00,0,1.9,0,-3.9
2020-01-01 23:00:00+00:00,0,1.2,0,-3.95
2020-01-01 23:15:00+00:00,0,1.6,0,-4.1
2020-01-01 23:30:00+00:00,0,1.45,0,-4.05
2020-01-01 23:45:00+00:00,0,0.9,0,-4.2
2020-01-02 00:00:00+00:00,0,1.3,0,-4.35
2020-01-02 00:15:00+00:00,0,1.7,0,-4.2
2020-01-02 00:30:00+00:00,0,1.4,0,-4.15
2020-01-02 00:45:00+00:00,0,1.1,0,-4.4
2020-01-02 01:00:00+00:00,0,1.2,0,-4.5
2020-01-02 01:15:00+00:00,0,1.6,0,-4.4
2020-01-02 01:30:00+00:00,0,1.15,0,-4.75
2020-01-02 01:45:00+00:00,0,1.1,0,-4.9
2020-01-02 02:00:00+00:00,0,1.05,0,-5.1
2020-01-02 02:15:00+00:00,0,1.1,0,-5.1
2020-01-02 02:30:00+00:00,0,0.8,0,-5.5
2020-01-02 02:45:00+00:00,0,0.7,0,-5.7
2020-01-02 03:00:00+00:00,0,1,0,-6.05
2020-01-02 03:15:00+00:00,0,1.1,0,-5.7
2020-01-02 03:30:00+00:00,0,0.8,0,-6.05
2020-01-02 03:45:00+00:00,0,0.8,0,-6.1
2020-01-02 04:00:00+00:00,0,1.05,0,-6.1
2020-01-02 04:15:00+00:00,0,1.3,0,-5.9
2020-01-02 04:30:00+00:00,0,1.2,0,-6
2020-01-02 04:45:00+00:00,0,0.9,0,-6.1
2020-01-02 05:00:00+00:00,0,1.1,0,-6.1
2020-01-02 05:15:00+00:00,0,1.3,0,-6.2
2020-01-02 05:30:00+00:00,0,0.9,0,-6.1
2020-01-02 05:45:00+00:00,0,0.8,0,-6.2
2020-01-02 06:00:00+00:00,0,0.5,0,-6.15
2020-01-02 06:15:00+00:00,0,0.4,0,-6.1
2020-01-02 06:30:00+00:00,1,0.7,0,-6.05
2020-01-02 06:45:00+00:00,3,0.9,0,-5.9
2020-01-02 07:00:00+00:00,8.5,0.85,0,-5.45
2020-01-02 07:15:00+00:00,17,0.6,0,-5.2
2020-01-02 07:30:00+00:00,28,0.8,0,-5.05
2020-01-02 07:45:00+00:00,41,1,0,-5
2020-01-02 08:00:00+00:00,60,0.7,0,-4.95
2020-01-02 08:15:00+00:00,67,0.6,0,-4.9
2020-01-02 08:30:00+00:00,89.5,0.55,0,-4.65
2020-01-02 08:45:00+00:00,116,0.3,0,-4.4
2020-01-02 09:00:00+00:00,161.5,0.7,0,-4.05
2020-01-02 09:15:00+00:00,240,0.7,0,-3.4
2020-01-02 09:30:00+00:00,274,0.8,0,-2.4
2020-01-02 09:45:00+00:00,153,1,0,-2.5
2020-01-02 10:00:00+00:00,303,1.1,0,-2
2020-01-02 10:15:00+00:00,254,1.5,0,-2.1
2020-01-02 10:30:00+00:00,265,1.65,0,-1.8
2020-01-02 10:45:00+00:00,308,2,0,-1.4
2020-01-02 11:00:00+00:00,322,1.35,0,-0.85
2020-01-02 11:15:00+00:00,342,1.1,0,-0.5
2020-01-02 11:30:00+00:00,338,1,0,0.3
2020-01-02 11:45:00+00:00,332,1.4,0,1
2020-01-02 12:00:00+00:00,316,1.8,0,0.95
2020-01-02 12:15:00+00:00,303,1.6,0,0.8
2020-01-02 12:30:00+00:00,289.5,2.45,0,0.85
2020-01-02 12:45:00+00:00,271,2.7,0,0.9
2020-01-02 13:00:00+00:00,251,2.5,0,0.95
2020-01-02 13:15:00+00:00,228,2.2,0,1.2
2020-01-02 13:30:00+00:00,202,1.55,0,1.45
2020-01-02 13:45:00+00:00,173,2.1,0,1.6
2020-01-02 14:00:00+00:00,142.5,1.95,0,1.5
2020-01-02 14:15:00+00:00,112,2.5,0,1.2
2020-01-02 14:30:00+00:00,82,2.4,0,0.9
2020-01-02 14:45:00+00:00,54,1.9,0,0.2
2020-01-02 15:00:00+00:00,22,1.7,0,-0.2
2020-01-02 15:15:00+00:00,7,1.5,0,-0.7
2020-01-02 15:30:00+00:00,2,0.7,0,-1.2
2020-01-02 15:45:00+00:00,0,0.6,0,-1.1
2020-01-02 16:00:00+00:00,0,0.6,0,-1.15
2020-01-02 16:15:00+00:00,0,0.9,0,-1.5
2020-01-02 16:30:00+00:00,0,0.85,0,-1.75
2020-01-02 16:45:00+00:00,0,1.1,0,-2.1
2020-01-02 17:00:00+00:00,0,1.5,0,-2.2
2020-01-02 17:15:00+00:00,0,1.1,0,-2.3
2020-01-02 17:30:00+00:00,0,0.6,0,-2.45
2020-01-02 17:45:00+00:00,0,1,0,-2
2020-01-02 18:00:00+00:00,0,0.9,0,-2.75
2020-01-02 18:15:00+00:00,0,0.4,0,-3.1
2020-01-02 18:30:00+00:00,0,0.7,0,-3.1
2020-01-02 18:45:00+00:00,0,1.5,0,-2.7
2020-01-02 19:00:00+00:00,0,2.05,0,-2.65
2020-01-02 19:15:00+00:00,0,1.3,0,-2.8
2020-01-02 19:30:00+00:00,0,1.6,0,-3.1
2020-01-02 19:45:00+00:00,0,0.7,0,-3.4
2020-01-02 20:00:00+00:00,0,0.65,0,-4
2020-01-02 20:15:00+00:00,0,1.1,0,-3.9
2020-01-02 20:30:00+00:00,0,0.75,0,-3.75
2020-01-02 20:45:00+00:00,0,1.1,0,-4.2
2020-01-02 21:00:00+00:00,0,1.1,0,-4.05
2020-01-02 21:15:00+00:00,0,1.5,0,-3.6
2020-01-02 21:30:00+00:00,0,1.1,0,-3.95
2020-01-02 21:45:00+00:00,0,0.6,0,-4.1
2020-01-02 22:00:00+00:00,0,0.95,0,-4.3
2020-01-02 22:15:00+00:00,0,1,0,-4.4
2020-01-02 22:30:00+00:00,0,1,0,-4.9
2020-01-02 22:45:00+00:00,0,0.4,0,-5.7
2020-01-02 23:00:00+00:00,0,0.35,0,-6
2020-01-02 23:15:00+00:00,0,0.5,0,-6.2
2020-01-02 23:30:00+00:00,0,1.1,0,-5.8
2020-01-02 23:45:00+00:00,0,1,0,-5.6
2020-01-03 00:00:00+00:00,0,1.2,0,-5.65
2020-01-03 00:15:00+00:00,0,1,0,-5.6
2020-01-03 00:30:00+00:00,0,1.6,0,-5.45
2020-01-03 00:45:00+00:00,0,0.9,0,-5.6
2020-01-03 01:00:00+00:00,0,1.1,0,-5.4
2020-01-03 01:15:00+00:00,0,0.7,0,-5.7
2020-01-03 01:30:00+00:00,0,0.6,0,-6.2
2020-01-03 01:45:00+00:00,0,0.6,0,-6
2020-01-03 02:00:00+00:00,0,0.8,0,-6.25
2020-01-03 02:15:00+00:00,0,0.8,0,-6.7
2020-01-03 02:30:00+00:00,0,0.55,0,-6.85
2020-01-03 02:45:00+00:00,0,0.6,0,-7
2020-01-03 03:00:00+00:00,0,0.8,0,-7.65
2020-01-03 03:15:00+00:00,0,0.8,0,-7.3
2020-01-03 03:30:00+00:00,0,0.65,0,-7.25
2020-01-03 03:45:00+00:00,0,0.7,0,-7.7
2020-01-03 04:00:00+00:00,0,0.9,0,-7.75
2020-01-03 04:15:00+00:00,0,0.9,0,-7.3
2020-01-03 04:30:00+00:00,0,1.25,0,-8.35
2020-01-03 04:45:00+00:00,0,0.7,0,-8.1
2020-01-03 05:00:00+00:00,0,1.05,0,-7.5
2020-01-03 05:15:00+00:00,0,0.8,0,-7.2
2020-01-03 05:30:00+00:00,0,0.75,0,-7.3
2020-01-03 05:45:00+00:00,0,0.7,0,-7.5
2020-01-03 06:00:00+00:00,0,1,0,-7.95
2020-01-03 06:15:00+00:00,0,1.1,0,-7.7
2020-01-03 06:30:00+00:00,1.5,0.85,0,-8.2
2020-01-03 06:45:00+00:00,6,0.9,0,-7.9
2020-01-03 07:00:00+00:00,13.5,1.1,0,-8.25
2020-01-03 07:15:00+00:00,30,0.9,0,-7.5
2020-01-03 07:30:00+00:00,65,0.95,0,-7.15
2020-01-03 07:45:00+00:00,116,0.9,0,-6.4
2020-01-03 08:00:00+00:00,185,1.05,0,-5.2
2020-01-03 08:15:00+00:00,221,0.9,0,-4.1
2020-01-03 08:30:00+00:00,146,1,0,-4.15
2020-01-03 08:45:00+00:00,115,0.6,0,-4.5
2020-01-03 09:00:00+00:00,121,0.8,0,-4.3
2020-01-03 09:15:00+00:00,157,1,0,-3.9
2020-01-03 09:30:00+00:00,235,0.95,0,-3.35
2020-01-03 09:45:00+00:00,162,1,0,-3.2
2020-01-03 10:00:00+00:00,168.5,0.7,0,-2.85
2020-01-03 10:15:00+00:00,159,0.5,0,-2.5
2020-01-03 10:30:00+00:00,188.5,0.95,0,-2.05
2020-01-03 10:45:00+00:00,231,0.7,0,-1.5
2020-01-03 11:00:00+00:00,209.5,0.75,0,-1.3
2020-01-03 11:15:00+00:00,222,0.8,0,-0.9
2020-01-03 11:30:00+00:00,263,0.55,0,-0.35
2020-01-03 11:45:00+00:00,310,1.2,0,-0.3
2020-01-03 12:00:00+00:00,309,1.95,0,0.15
2020-01-03 12:15:00+00:00,277,1.8,0,0.3
2020-01-03 12:30:00+00:00,223.5,1.25,0,0.5
2020-01-03 12:45:00+00:00,213,1.1,0,0.8
2020-01-03 13:00:00+00:00,187.5,1.6,0,0.85
2020-01-03 13:15:00+00:00,202,1.2,0,1
2020-01-03 13:30:00+00:00,218,0.8,0,1.55
2020-01-03 13:45:00+00:00,179,1.4,0,1.9
2020-01-03 14:00:00+00:00,143.5,1.05,0,1.75
2020-01-03 14:15:00+00:00,113,1.3,0,1.6
2020-01-03 14:30:00+00:00,61.5,1.15,0,1.05
2020-01-03 14:45:00+00:00,58,0.8,0,0.8
2020-01-03 15:00:00+00:00,25.5,0.5,0,0.1
2020-01-03 15:15:00+00:00,10,0.6,0,-0.4
2020-01-03 15:30:00+00:00,2,0.85,0,-0.4
2020-01-03 15:45:00+00:00,0,0.9,0,-1.5
2020-01-03 16:00:00+00:00,0,1.6,0,-1.4
2020-01-03 16:15:00+00:00,0,1.2,0,-1.5
2020-01-03 16:30:00+00:00,0,1.35,0,-1.55
2020-01-03 16:45:00+00:00,0,0.7,0,-1.8
2020-01-03 17:00:00+00:00,0,0.95,0,-2.2
2020-01-03 17:15:00+00:00,0,0.6,0,-2.3
2020-01-03 17:30:00+00:00,0,0.8,0,-2.35
2020-01-03 17:45:00+00:00,0,1.1,0,-2
2020-01-03 18:00:00+00:00,0,1.35,0,-1.95
2020-01-03 18:15:00+00:00,0,1.4,0,-1.6
2020-01-03 18:30:00+00:00,0,0.9,0,-1.75
2020-01-03 18:45:00+00:00,0,0.8,0,-1.8
2020-01-03 19:00:00+00:00,0,1.2,0,-1.9
2020-01-03 19:15:00+00:00,0,2.2,0,-1.8
2020-01-03 19:30:00+00:00,0,1.9,0,-1.8
2020-01-03 19:45:00+00:00,0,1.8,0,-2
2020-01-03 20:00:00+00:00,0,0.85,0,-2.2
2020-01-03 20:15:00+00:00,0,0.7,0,-2.5
2020-01-03 20:30:00+00:00,0,1.35,0,-2.95
2020-01-03 20:45:00+00:00,0,1.6,0,-2.6
2020-01-03 21:00:00+00:00,0,1.8,0,-2.95
2020-01-03 21:15:00+00:00,0,2,0,-2.9
2020-01-03 21:30:00+00:00,0,1.15,0,-2.85
2020-01-03 21:45:00+00:00,0,1.3,0,-3.2
2020-01-03 22:00:00+00:00,0,2.35,0,-2.85
2020-01-03 22:15:00+00:00,0,1.2,0,-3
2020-01-03 22:30:00+00:00,0,1.1,0,-3.25
2020-01-03 22:45:00+00:00,0,1.3,0,-3
2020-01-03 23:00:00+00:00,0,1.4,0,-3.05
2020-01-03 23:15:00+00:00,0,1.1,0,-3.3
2020-01-03 23:30:00+00:00,0,1.6,0,-3.1
2020-01-03 23:45:00+00:00,0,1.1,0,-3.3
2020-01-04 00:00:00+00:00,0,0.6,0,-3.9
2020-01-04 00:15:00+00:00,0,0.6,0,-4.3
2020-01-04 00:30:00+00:00,0,1.25,0,-4.3
2020-01-04 00:45:00+00:00,0,1.2,0,-4
2020-01-04 01:00:00+00:00,0,0.8,0,-4.45
2020-01-04 01:15:00+00:00,0,0.4,0,-4.5
2020-01-04 01:30:00+00:00,0,1,0,-4.9
2020-01-04 01:45:00+00:00,0,0.5,0,-4.9
2020-01-04 02:00:00+00:00,0,0.85,0,-5.3
2020-01-04 02:15:00+00:00,0,0.7,0,-5.2
2020-01-04 02:30:00+00:00,0,0.9,0,-5.15
2020-01-04 02:45:00+00:00,0,0.9,0,-5.1
2020-01-04 03:00:00+00:00,0,0.85,0,-5.4
2020-01-04 03:15:00+00:00,0,0.9,0,-5.4
2020-01-04 03:30:00+00:00,0,1.25,0,-5.45
2020-01-04 03:45:00+00:00,0,1.6,0,-5.3
2020-01-04 04:00:00+00:00,0,1.05,0,-5.6
2020-01-04 04:15:00+00:00,0,1.6,0,-5.1
2020-01-04 04:30:00+00:00,0,1.4,0,-5.2
2020-01-04 04:45:00+00:00,0,1.1,0,-5.2
2020-01-04 05:00:00+00:00,0,1.4,0,-5.25
2020-01-04 05:15:00+00:00,0,1.2,0,-5.5
2020-01-04 05:30:00+00:00,0,0.85,0,-5.9
2020-01-04 05:45:00+00:00,0,1,0,-6
2020-01-04 06:00:00+00:00,0,0.65,0,-6.05
2020-01-04 06:15:00+00:00,0,0.9,0,-6.1
2020-01-04 06:30:00+00:00,0.5,1.2,0,-5.95
2020-01-04 06:45:00+00:00,4,0.8,0,-6.3
2020-01-04 07:00:00+00:00,11.5,0.9,0,-5.9
2020-01-04 07:15:00+00:00,22,1,0,-6
2020-01-04 07:30:00+00:00,52.5,0.65,0,-5.55
2020-01-04 07:45:00+00:00,79,0.9,0,-5.4
2020-01-04 08:00:00+00:00,123,0.85,0,-4.3
2020-01-04 08:15:00+00:00,140,1,0,-3.5
2020-01-04 08:30:00+00:00,176.5,1.25,0,-3.35
2020-01-04 08:45:00+00:00,212,1.8,0,-3.5
2020-01-04 09:00:00+00:00,258.5,1.3,0,-2.7
2020-01-04 09:15:00+00:00,321,1,0,-2
2020-01-04 09:30:00+00:00,217,1,0,-1.9
2020-01-04 09:45:00+00:00,171,0.8,0,-1.6
2020-01-04 10:00:00+00:00,152,1.25,0,-1.35
2020-01-04 10:15:00+00:00,143,1.1,0,-1.4
2020-01-04 10:30:00+00:00,130,0.8,0,-1.3
2020-01-04 10:45:00+00:00,135,0.9,0,-0.9
2020-01-04 11:00:00+00:00,181,0.65,0,-0.75
2020-01-04 11:15:00+00:00,196,1.1,0,-0.4
2020-01-04 11:30:00+00:00,226,0.95,0,0.25
2020-01-04 11:45:00+00:00,232,0.7,0,0.7
2020-01-04 12:00:00+00:00,184.5,0.9,0,0.9
2020-01-04 12:15:00+00:00,168,1.4,0,1
2020-01-04 12:30:00+00:00,148,1.65,0,0.9
2020-01-04 12:45:00+00:00,134,1.7,0,0.7
2020-01-04 13:00:00+00:00,127,1.15,0,0.75
2020-01-04 13:15:00+00:00,109,1.4,0,0.8
2020-01-04 13:30:00+00:00,88,1.15,0,0.9
2020-01-04 13:45:00+00:00,69,0.9,0,0.8
2020-01-04 14:00:00+00:00,49,0.8,0,0.8
2020-01-04 14:15:00+00:00,31,1.2,0,0.6
2020-01-04 14:30:00+00:00,33,1.5,0,0.5
2020-01-04 14:45:00+00:00,28,1.1,0,0.4
2020-01-04 15:00:00+00:00,21,1.55,0,0.1
2020-01-04 15:15:00+00:00,12,0.8,0,0.1
2020-01-04 15:30:00+00:00,6.5,0.85,0,0.15
2020-01-04 15:45:00+00:00,1,0.8,0,-0.1
2020-01-04 16:00:00+00:00,0,1.05,0,0
2020-01-04 16:15:00+00:00,0,0.7,0,0
2020-01-04 16:30:00+00:00,0,1.05,0,-0.3
2020-01-04 16:45:00+00:00,0,1,0,-0.3
2020-01-04 17:00:00+00:00,0,0.85,0,-0.3
2020-01-04 17:15:00+00:00,0,0.8,0,-0.3
2020-01-04 17:30:00+00:00,0,0.9,0,-0.35
2020-01-04 17:45:00+00:00,0,0.7,0,-0.6
2020-01-04 18:00:00+00:00,0,1.25,0,-0.35
2020-01-04 18:15:00+00:00,0,1.8,0,-0.2
2020-01-04 18:30:00+00:00,0,1.35,0,-0.25
2020-01-04 18:45:00+00:00,0,1.5,0,-0.3
2020-01-04 19:00:00+00:00,0,2.05,0,-0.35
2020-01-04 19:15:00+00:00,0,1.6,0,0
2020-01-04 19:30:00+00:00,0,1.55,0,-0.25
2020-01-04 19:45:00+00:00,0,1.6,0,-0.5
2020-01-04 20:00:00+00:00,0,1.6,0,-0.4
2020-01-04 20:15:00+00:00,0,1.8,0,-0.8
2020-01-04 20:30:00+00:00,0,2.6,0,-0.7
2020-01-04 20:45:00+00:00,0,2.8,0,-0.3
2020-01-04 21:00:00+00:00,0,2.5,0,-1
2020-01-04 21:15:00+00:00,0,1.5,0,-1.2
2020-01-04 21:30:00+00:00,0,1.7,0,-1
2020-01-04 21:45:00+00:00,0,2,0,-1.4
2020-01-04 22:00:00+00:00,0,2.15,0,-1.85
2020-01-04 22:15:00+00:00,0,2.3,0,-1.8
2020-01-04 22:30:00+00:00,0,1.9,0,-1.7
2020-01-04 22:45:00+00:00,0,1.9,0,-1.8
2020-01-04 23:00:00+00:00,0,2.05,0,-2.1
2020-01-04 23:15:00+00:00,0,2.1,0,-2
2020-01-04 23:30:00+00:00,0,2.2,0,-2.15
2020-01-04 23:45:00+00:00,0,2.3,0,-2.3
2020-01-05 00:00:00+00:00,0,2.9,0,-2
2020-01-05 00:15:00+00:00,0,3,0,-2.3
2020-01-05 00:30:00+00:00,0,3.1,0,-2.6
2020-01-05 00:45:00+00:00,0,3.1,0,-2.5
2020-01-05 01:00:00+00:00,0,3.3,0,-2.65
2020-01-05 01:15:00+00:00,0,3.4,0,-2.8
2020-01-05 01:30:00+00:00,0,3.05,0,-2.55
2020-01-05 01:45:00+00:00,0,2.9,0,-2.5
2020-01-05 02:00:00+00:00,0,2.45,0,-2.45
2020-01-05 02:15:00+00:00,0,2.6,0,-2.3
2020-01-05 02:30:00+00:00,0,3.1,0,-1.35
2020-01-05 02:45:00+00:00,0,2.3,0,-1.1
2020-01-05 03:00:00+00:00,0,2.4,0,-1.15
2020-01-05 03:15:00+00:00,0,1.7,0,-1.3
2020-01-05 03:30:00+00:00,0,1.15,0,-1.6
2020-01-05 03:45:00+00:00,0,0.7,0,-2.6
2020-01-05 04:00:00+00:00,0,0.75,0,-2.85
2020-01-05 04:15:00+00:00,0,1.2,0,-2.9
2020-01-05 04:30:00+00:00,0,0.65,0,-4
2020-01-05 04:45:00+00:00,0,1.5,0,-4.6
2020-01-05 05:00:00+00:00,0,1.5,0,-3.55
2020-01-05 05:15:00+00:00,0,1.5,0,-3.2
2020-01-05 05:30:00+00:00,0,1.55,0,-3.4
2020-01-05 05:45:00+00:00,0,1.6,0,-2.7
2020-01-05 06:00:00+00:00,0,1.65,0,-3.15
2020-01-05 06:15:00+00:00,0,1.7,0,-3.4
2020-01-05 06:30:00+00:00,0,1.6,0,-4.05
2020-01-05 06:45:00+00:00,3,1.1,0,-4.3
2020-01-05 07:00:00+00:00,9.5,1.2,0,-4
2020-01-05 07:15:00+00:00,19,1.6,0,-3.6
2020-01-05 07:30:00+00:00,41.5,1.45,0,-2.95
2020-01-05 07:45:00+00:00,73,1.6,0,-2.4
2020-01-05 08:00:00+00:00,128,1,0,-1.3
2020-01-05 08:15:00+00:00,157,0.8,0,-0.4
2020-01-05 08:30:00+00:00,190,1.15,0,0.15
2020-01-05 08:45:00+00:00,217,1.2,0,0.9
2020-01-05 09:00:00+00:00,244.5,0.9,0,1.5
2020-01-05 09:15:00+00:00,269,1.1,0,3.4
2020-01-05 09:30:00+00:00,291,1,0,4.2
2020-01-05 09:45:00+00:00,308,2.3,0,4.3
2020-01-05 10:00:00+00:00,323.5,1.85,0,5.3
2020-01-05 10:15:00+00:00,335,2.7,0,5.7
2020-01-05 10:30:00+00:00,345,2.15,0,6
2020-01-05 10:45:00+00:00,349,2.3,0,6.4
2020-01-05 11:00:00+00:00,355,1.5,0,7.15
2020-01-05 11:15:00+00:00,356,1.9,0,7.6
2020-01-05 11:30:00+00:00,353,2.3,0,7.7
2020-01-05 11:45:00+00:00,346,2.3,0,7.8
2020-01-05 12:00:00+00:00,338.5,2.45,0,8.2
2020-01-05 12:15:00+00:00,327,1.9,0,8.3
2020-01-05 12:30:00+00:00,311.5,1.8,0,8.5
2020-01-05 12:45:00+00:00,292,1.6,0,8.4
2020-01-05 13:00:00+00:00,269,1.6,0,8.75
2020-01-05 13:15:00+00:00,245,1.8,0,8.5
2020-01-05 13:30:00+00:00,218,2.1,0,8.3
2020-01-05 13:45:00+00:00,191,1.8,0,8.2
2020-01-05 14:00:00+00:00,160,1.95,0,7.95
2020-01-05 14:15:00+00:00,129,2.5,0,7.4
2020-01-05 14:30:00+00:00,98,2.45,0,7.2
2020-01-05 14:45:00+00:00,68,2,0,7.4
2020-01-05 15:00:00+00:00,29,2.05,0,7.15
2020-01-05 15:15:00+00:00,8,2.2,0,6.5
2020-01-05 15:30:00+00:00,2.5,2.5,0,6.1
2020-01-05 15:45:00+00:00,0,3.5,0,6.4
2020-01-05 16:00:00+00:00,0,4.2,0,5.8
2020-01-05 16:15:00+00:00,0,5,0,5.6
2020-01-05 16:30:00+00:00,0,4.5,0,5.15
2020-01-05 16:45:00+00:00,0,5.1,0,5.4
2020-01-05 17:00:00+00:00,0,5.75,0,5.4
2020-01-05 17:15:00+00:00,0,5.1,0,3.7
2020-01-05 17:30:00+00:00,0,3.5,0,3
2020-01-05 17:45:00+00:00,0,1.6,0,3.2
2020-01-05 18:00:00+00:00,0,1.3,0,2.2
2020-01-05 18:15:00+00:00,0,1.1,0,2.7
2020-01-05 18:30:00+00:00,0,2.4,0,2.5
2020-01-05 18:45:00+00:00,0,2.4,0,1.2
2020-01-05 19:00:00+00:00,0,1.95,0,0.4
2020-01-05 19:15:00+00:00,0,1.2,0,-0.1
2020-01-05 19:30:00+00:00,0,1.1,0,-1.1
2020-01-05 19:45:00+00:00,0,0.8,0,-1.5
2020-01-05 20:00:00+00:00,0,1.3,0,-1.9
2020-01-05 20:15:00+00:00,0,1.2,0,-2.2
2020-01-05 20:30:00+00:00,0,1.35,0,-2.15
2020-01-05 20:45:00+00:00,0,0.9,0,-2.5
2020-01-05 21:00:00+00:00,0,1.35,0,-2.6
2020-01-05 21:15:00+00:00,0,1.7,0,-2.6
2020-01-05 21:30:00+00:00,0,1.4,0,-3
