Time (UTC),Actual_Load_MW,mean_global_radiation,mean_wind_speed,precipitation_mm,temperature_2m_C,is_public_holiday,is_weekend,is_special_day,hour_sin,hour_cos,dow_sin,dow_cos,month_sin,month_cos
2023-01-01 04:45:00+00:00,42.91162987,0.0,0.7,0.0,-0.9,1,1,1,0.9469301294951056,0.3214394653031617,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 05:00:00+00:00,48.74782703,0.0,1.1,0.0,-0.95,1,1,1,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 05:15:00+00:00,53.31556833,0.0,2.2,0.0,-0.8,1,1,1,0.9807852804032304,0.19509032201612833,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 05:30:00+00:00,52.79968513,0.5,1.7,0.0,-0.75,1,1,1,0.9914448613738104,0.1305261922200517,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 05:45:00+00:00,57.50082775,1.0,0.9,0.0,-0.5,1,1,1,0.9978589232386035,0.06540312923014327,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 06:00:00+00:00,55.16529234,1.0,1.4,0.0,-0.55,1,1,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 06:15:00+00:00,60.93481262,1.0,2.2,0.0,-0.5,1,1,1,0.9978589232386035,-0.06540312923014314,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 06:30:00+00:00,58.64527892,3.0,1.75,0.0,-0.45,1,1,1,0.9914448613738104,-0.1305261922200516,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 06:45:00+00:00,61.14036042,8.0,1.1,0.0,-0.5,1,1,1,0.9807852804032304,-0.1950903220161282,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 07:00:00+00:00,56.47407699,13.5,1.45,0.0,-0.35,1,1,1,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 07:15:00+00:00,60.72243266,26.0,1.2,0.0,-0.3,1,1,1,0.9469301294951057,-0.3214394653031616,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 07:30:00+00:00,58.29020183,41.0,1.3,0.0,-0.25,1,1,1,0.9238795325112868,-0.3826834323650895,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 07:45:00+00:00,63.21113084,94.0,1.5,0.0,0.1,1,1,1,0.8968727415326884,-0.44228869021900113,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 08:00:00+00:00,60.81292117,106.5,1.3,0.0,0.2,1,1,1,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 08:15:00+00:00,60.45299947,161.0,1.5,0.0,0.7,1,1,1,0.8314696123025451,-0.5555702330196023,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 08:30:00+00:00,63.04229362,178.5,1.45,0.0,1.35,1,1,1,0.7933533402912352,-0.6087614290087207,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 08:45:00+00:00,61.16699061,205.0,1.1,0.0,1.8,1,1,1,0.7518398074789774,-0.6593458151000688,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 09:00:00+00:00,59.38929439,226.5,1.25,0.0,2.4,1,1,1,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 09:15:00+00:00,57.71326836,251.0,1.2,0.0,3.2,1,1,1,0.659345815100069,-0.7518398074789773,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 09:30:00+00:00,63.22330273,273.0,0.65,0.0,3.9,1,1,1,0.6087614290087209,-0.793353340291235,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 09:45:00+00:00,67.28399401,292.0,1.1,0.0,4.5,1,1,1,0.5555702330196025,-0.831469612302545,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 10:00:00+00:00,67.72805687,311.0,1.6,0.0,5.15,1,1,1,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 10:15:00+00:00,61.48417978,335.0,1.2,0.0,5.5,1,1,1,0.4422886902190017,-0.8968727415326881,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 10:30:00+00:00,67.67277847,357.5,2.2,0.0,4.6,1,1,1,0.3826834323650899,-0.9238795325112867,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 10:45:00+00:00,66.20801421,342.0,2.5,0.0,5.0,1,1,1,0.32143946530316175,-0.9469301294951056,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 11:00:00+00:00,76.27717874,285.5,2.65,0.0,5.6,1,1,1,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 11:15:00+00:00,78.12532,324.0,2.0,0.0,6.3,1,1,1,0.19509032201612816,-0.9807852804032304,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 11:30:00+00:00,82.07343394,320.5,2.05,0.0,6.9,1,1,1,0.130526192220052,-0.9914448613738104,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 11:45:00+00:00,76.71046105,319.0,1.4,0.0,7.4,1,1,1,0.06540312923014312,-0.9978589232386035,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 12:00:00+00:00,80.24070993,318.5,2.2,0.0,7.6,1,1,1,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 12:15:00+00:00,85.32473274,296.0,2.2,0.0,8.0,1,1,1,-0.06540312923014287,-0.9978589232386035,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 12:30:00+00:00,91.43147301,287.5,1.85,0.0,8.4,1,1,1,-0.13052619222005177,-0.9914448613738104,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 12:45:00+00:00,85.12578735,269.0,1.3,0.0,8.9,1,1,1,-0.19509032201612792,-0.9807852804032305,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 13:00:00+00:00,94.36423587,248.0,1.15,0.0,9.55,1,1,1,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 13:15:00+00:00,89.019743,226.0,2.0,0.0,9.5,1,1,1,-0.32143946530316153,-0.9469301294951057,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 13:30:00+00:00,98.15223282,198.5,2.5,0.0,8.6,1,1,1,-0.38268343236508967,-0.9238795325112868,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 13:45:00+00:00,99.26377633,174.0,2.7,0.0,8.5,1,1,1,-0.44228869021900147,-0.8968727415326883,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 14:00:00+00:00,92.0616642,146.5,2.4,0.0,8.5,1,1,1,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 14:15:00+00:00,96.04780835,118.0,2.2,0.0,8.5,1,1,1,-0.555570233019602,-0.8314696123025455,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 14:30:00+00:00,87.25155217,90.0,1.65,0.0,8.25,1,1,1,-0.6087614290087207,-0.7933533402912352,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 14:45:00+00:00,89.325248,55.0,1.6,0.0,7.7,1,1,1,-0.6593458151000688,-0.7518398074789775,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 15:00:00+00:00,90.45679576,23.0,1.55,0.0,6.55,1,1,1,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 15:15:00+00:00,88.26390993,11.0,0.5,0.0,5.8,1,1,1,-0.7518398074789773,-0.6593458151000691,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 15:30:00+00:00,75.20324841,3.5,0.45,0.0,5.85,1,1,1,-0.7933533402912349,-0.6087614290087209,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 15:45:00+00:00,74.76092362,1.0,1.0,0.0,5.5,1,1,1,-0.8314696123025452,-0.5555702330196022,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 16:00:00+00:00,74.45218714,1.0,0.9,0.0,4.85,1,1,1,-0.8660254037844384,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 16:15:00+00:00,77.44956198,1.0,1.0,0.0,4.4,1,1,1,-0.8968727415326883,-0.44228869021900136,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 16:30:00+00:00,68.48647726,1.0,0.95,0.0,4.15,1,1,1,-0.9238795325112868,-0.3826834323650895,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 16:45:00+00:00,64.68770394,0.0,1.3,0.0,4.1,1,1,1,-0.9469301294951056,-0.3214394653031618,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 17:00:00+00:00,66.17786537,0.0,1.5,0.0,3.9,1,1,1,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 17:15:00+00:00,64.01359729,0.0,1.5,0.0,3.3,1,1,1,-0.9807852804032303,-0.19509032201612866,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 17:30:00+00:00,68.85274535,0.0,1.1,0.0,3.3,1,1,1,-0.9914448613738104,-0.13052619222005163,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 17:45:00+00:00,68.04638031,0.0,1.4,0.0,2.9,1,1,1,-0.9978589232386035,-0.06540312923014273,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 18:00:00+00:00,63.08520771,0.0,1.3,0.0,2.85,1,1,1,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 18:15:00+00:00,73.94332416,0.0,1.0,0.0,2.6,1,1,1,-0.9978589232386036,0.06540312923014237,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 18:30:00+00:00,71.61392975,0.0,1.0,0.0,2.3,1,1,1,-0.9914448613738105,0.13052619222005127,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 18:45:00+00:00,78.81231099,0.0,1.5,0.0,2.1,1,1,1,-0.9807852804032304,0.1950903220161283,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 19:00:00+00:00,75.12299818,0.0,0.8,0.0,1.85,1,1,1,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 19:15:00+00:00,81.03076725,0.0,1.3,0.0,1.8,1,1,1,-0.9469301294951057,0.3214394653031615,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 19:30:00+00:00,82.58414338,0.0,0.9,0.0,1.5,1,1,1,-0.923879532511287,0.38268343236508917,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 19:45:00+00:00,92.2561136,0.0,0.9,0.0,1.3,1,1,1,-0.8968727415326885,0.442288690219001,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 20:00:00+00:00,97.67718232,0.0,0.8,0.0,1.3,1,1,1,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 20:15:00+00:00,106.7987178,0.0,1.4,0.0,1.2,1,1,1,-0.8314696123025455,0.5555702330196018,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 20:30:00+00:00,108.0517613,0.0,1.05,0.0,1.05,1,1,1,-0.7933533402912357,0.6087614290087199,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 20:45:00+00:00,110.7885353,0.0,1.0,0.0,0.8,1,1,1,-0.7518398074789772,0.6593458151000691,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 21:00:00+00:00,115.2024721,0.0,1.25,0.0,0.7,1,1,1,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 21:15:00+00:00,113.2819038,0.0,1.2,0.0,0.7,1,1,1,-0.6593458151000687,0.7518398074789775,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 21:30:00+00:00,115.7153279,0.0,1.15,0.0,0.6,1,1,1,-0.6087614290087209,0.7933533402912349,-0.7818314824680299,0.6234898018587334,0.0,1.0
2023-01-01 21:45:00+00:00,119.8401959,0.0,0.8,0.0,0.4,1,1,1,-0.555570233019603,0.8314696123025448,-0.7818314824680299,0.6234898018587334,0.0,1.0
